Customer_ID,Age_Group,Region,Preferred_Category,Total_Purchases,Total_Spent,Last_Purchase_Date,Loyalty_Score
CUST0401,46+,West,Clothing,11,1682.07,2024-07-22,8.3
CUST0402,26-35,West,Accessories,66,24294.17,2024-02-27,8.4
CUST0403,26-35,East,Clothing,55,27688.65,2023-04-30,6.2
CUST0404,46+,East,Footwear,5,3918.38,2024-01-25,6.1
CUST0405,46+,North,Electronics,19,11355.14,2023-07-27,5.7
CUST0406,18-25,West,Electronics,32,12938.84,2022-06-09,7.7
CUST0407,18-25,East,Footwear,69,43738.78,2024-11-15,5.2
CUST0408,36-45,West,Accessories,46,35440.05,2023-08-16,8.2
CUST0409,18-25,South,Footwear,73,17909.26,2022-12-13,6.7
CUST0410,36-45,North,Electronics,37,15302.1,2022-06-07,2.1
CUST0411,36-45,East,Clothing,79,20597.59,2022-01-30,8.7
CUST0412,26-35,North,Clothing,58,18984.86,2023-04-29,2.6
CUST0413,26-35,West,Electronics,44,34674.36,2022-11-12,9.7
CUST0414,46+,West,Accessories,31,16910.51,2022-12-09,7.5
CUST0415,36-45,South,Electronics,34,20964.84,2022-12-10,2.0
CUST0416,46+,West,Accessories,39,15880.79,2024-12-26,9.5
CUST0417,46+,South,Accessories,61,15065.1,2024-06-09,5.8
CUST0418,36-45,North,Accessories,49,27384.63,2022-03-26,9.7
CUST0419,36-45,North,Accessories,79,58343.99,2023-11-18,8.7
CUST0420,36-45,East,Electronics,33,17845.0,2023-05-11,4.5
CUST0421,36-45,South,Clothing,41,18889.09,2022-05-20,7.1
CUST0422,46+,North,Electronics,68,8699.27,2023-03-26,5.0
CUST0423,36-45,East,Clothing,5,338.88,2023-03-21,1.8
CUST0424,18-25,North,Electronics,78,11499.57,2023-01-14,6.9
CUST0425,26-35,North,Footwear,38,15208.23,2024-07-17,9.4
CUST0426,46+,East,Footwear,33,5658.66,2022-05-08,1.7
CUST0427,46+,West,Footwear,8,1949.43,2022-12-31,8.3
CUST0428,18-25,West,Accessories,26,13200.89,2024-10-04,2.6
CUST0429,26-35,North,Accessories,28,14293.29,2024-06-23,2.0
CUST0430,18-25,East,Electronics,10,1028.09,2024-07-02,7.5
CUST0431,46+,North,Clothing,1,749.67,2023-06-30,7.0
CUST0432,36-45,South,Accessories,74,3905.56,2024-10-01,7.4
CUST0433,46+,West,Accessories,9,4095.87,2024-09-14,1.0
CUST0434,36-45,North,Footwear,39,13667.98,2022-07-05,6.7
CUST0435,36-45,East,Electronics,59,36600.05,2023-02-20,3.6
CUST0436,18-25,South,Accessories,25,6853.82,2022-08-07,4.5
CUST0437,46+,East,Electronics,57,34285.11,2023-01-31,2.3
CUST0438,26-35,North,Accessories,50,4862.22,2023-09-23,5.9
CUST0439,46+,West,Electronics,5,1522.32,2022-03-29,4.0
CUST0440,18-25,West,Clothing,67,26383.11,2022-11-02,7.1
CUST0441,18-25,South,Electronics,19,7916.75,2022-04-04,1.2
CUST0442,26-35,South,Electronics,23,12063.41,2022-07-19,9.1
CUST0443,26-35,West,Electronics,14,1898.89,2023-03-28,6.4
CUST0444,26-35,North,Accessories,44,28980.19,2024-04-03,9.8
CUST0445,18-25,East,Clothing,42,28447.45,2022-04-04,8.1
CUST0446,36-45,South,Electronics,16,4086.72,2022-12-11,7.8
CUST0447,26-35,East,Accessories,32,23816.21,2022-07-24,1.4
CUST0448,26-35,West,Electronics,63,6964.14,2022-07-02,1.1
CUST0449,46+,East,Accessories,17,3478.54,2024-12-07,6.8
CUST0450,46+,West,Clothing,23,11681.78,2023-01-04,1.3
CUST0451,18-25,West,Footwear,45,16384.02,2023-01-29,6.0
CUST0452,18-25,North,Footwear,70,30145.89,2023-03-03,5.2
CUST0453,18-25,East,Clothing,15,9711.9,2024-08-29,7.2
CUST0454,26-35,West,Clothing,6,543.12,2023-03-06,4.3
CUST0455,36-45,West,Footwear,79,51655.36,2022-03-30,7.8
CUST0456,18-25,North,Clothing,21,13421.5,2022-08-26,5.4
CUST0457,26-35,North,Accessories,76,36846.42,2023-10-30,4.8
CUST0458,18-25,South,Footwear,30,3706.44,2023-02-14,7.6
CUST0459,26-35,West,Electronics,61,29817.97,2024-06-11,1.5
CUST0460,26-35,South,Accessories,23,7831.45,2023-02-02,2.2
CUST0461,36-45,East,Clothing,43,6252.58,2022-05-03,7.2
CUST0462,26-35,East,Electronics,60,23636.05,2023-12-05,2.5
CUST0463,36-45,South,Clothing,79,57605.5,2023-04-16,6.2
CUST0464,46+,North,Accessories,28,13823.2,2023-07-26,8.5
CUST0465,46+,North,Clothing,32,9455.1,2022-11-02,6.2
CUST0466,46+,North,Electronics,6,4760.73,2024-10-29,7.6
CUST0467,46+,North,Accessories,62,40751.82,2022-07-20,7.3
CUST0468,46+,West,Clothing,11,5157.52,2024-04-12,1.1
CUST0469,26-35,South,Footwear,38,8713.28,2022-02-02,10.0
CUST0470,36-45,West,Clothing,59,40913.05,2022-02-19,7.7
CUST0471,46+,West,Clothing,52,9812.88,2024-08-08,8.8
CUST0472,18-25,North,Accessories,43,19272.18,2023-07-07,3.7
CUST0473,18-25,South,Footwear,8,3488.42,2024-01-16,9.2
CUST0474,18-25,North,Accessories,47,18753.69,2024-01-21,1.4
CUST0475,18-25,South,Clothing,18,14146.9,2022-08-21,3.1
CUST0476,26-35,West,Clothing,42,13210.42,2024-05-16,3.4
CUST0477,18-25,East,Electronics,48,14828.16,2024-12-14,5.4
CUST0478,46+,North,Footwear,58,29911.38,2022-05-15,8.2
CUST0479,46+,South,Electronics,11,3773.13,2022-06-07,2.6
CUST0480,26-35,North,Footwear,15,8592.17,2023-02-23,5.5
CUST0481,36-45,North,Accessories,70,52415.38,2024-05-10,5.3
CUST0482,18-25,West,Footwear,25,2430.3,2023-04-21,8.8
CUST0483,46+,East,Footwear,42,17413.67,2024-12-21,7.0
CUST0484,46+,West,Footwear,73,10874.5,2022-12-18,8.1
CUST0485,26-35,East,Accessories,48,37346.07,2022-04-07,7.9
CUST0486,36-45,South,Footwear,59,45262.46,2022-11-26,6.6
CUST0487,26-35,East,Clothing,20,3418.82,2023-10-11,2.1
CUST0488,46+,South,Footwear,48,9041.88,2022-03-13,6.1
CUST0489,36-45,East,Clothing,48,18543.45,2024-12-28,9.8
CUST0490,18-25,East,Electronics,52,38911.69,2024-07-27,7.9
CUST0491,26-35,East,Electronics,70,54719.05,2023-08-29,4.0
CUST0492,36-45,West,Clothing,73,43537.77,2023-11-25,9.3
CUST0493,46+,North,Electronics,18,10053.11,2022-02-20,2.1
CUST0494,26-35,West,Accessories,46,5490.6,2023-02-04,1.5
CUST0495,36-45,South,Clothing,3,338.08,2022-06-28,8.6
CUST0496,26-35,West,Accessories,41,20597.54,2022-04-25,5.6
CUST0497,46+,East,Clothing,55,17997.24,2023-08-06,4.4
CUST0498,36-45,East,Footwear,58,40932.13,2024-06-28,1.8
CUST0499,46+,West,Footwear,21,13739.35,2024-05-18,9.7
CUST0500,26-35,West,Electronics,19,3910.92,2024-12-11,5.3
CUST0501,18-25,East,Accessories,12,659.57,2023-07-14,6.7
CUST0502,26-35,West,Accessories,73,44999.6,2023-01-16,2.2
CUST0503,36-45,West,Accessories,6,4002.6,2023-09-15,3.7
CUST0504,46+,West,Clothing,4,2573.66,2023-09-07,2.4
CUST0505,18-25,West,Footwear,54,9964.58,2023-05-17,9.2
CUST0506,18-25,North,Footwear,64,50927.98,2024-01-11,1.6
CUST0507,46+,West,Footwear,61,47622.34,2024-02-04,8.4
CUST0508,36-45,North,Clothing,75,7041.21,2022-10-05,3.9
CUST0509,26-35,East,Electronics,35,11230.54,2023-12-31,6.7
CUST0510,36-45,North,Footwear,68,35986.27,2023-02-01,1.7
CUST0511,18-25,South,Clothing,70,20436.86,2023-09-09,3.8
CUST0512,36-45,East,Electronics,69,33467.41,2022-01-27,8.4
CUST0513,36-45,South,Footwear,63,22616.74,2022-11-30,9.3
CUST0514,26-35,North,Clothing,65,14029.28,2024-12-12,2.7
CUST0515,46+,North,Accessories,10,1374.24,2022-02-05,2.2
CUST0516,36-45,West,Footwear,47,7250.24,2024-12-07,5.0
CUST0517,26-35,East,Footwear,4,2433.38,2022-09-21,2.1
CUST0518,26-35,South,Footwear,17,3525.47,2024-05-20,9.8
CUST0519,18-25,North,Electronics,62,38316.03,2022-08-09,1.4
CUST0520,18-25,North,Accessories,16,11702.35,2023-09-10,1.4
CUST0521,18-25,North,Electronics,78,15915.97,2023-01-14,9.1
CUST0522,18-25,East,Electronics,19,13003.53,2023-12-14,9.5
CUST0523,26-35,East,Clothing,65,31048.97,2022-01-29,1.9
CUST0524,26-35,South,Footwear,22,15977.39,2022-07-22,5.8
CUST0525,46+,South,Footwear,76,14352.17,2022-08-08,7.1
CUST0526,36-45,South,Accessories,55,11588.8,2022-08-20,3.0
CUST0527,18-25,East,Accessories,15,6596.94,2024-01-10,5.5
CUST0528,18-25,East,Electronics,42,17651.95,2024-07-24,4.5
CUST0529,46+,East,Clothing,71,25237.78,2024-05-26,9.9
CUST0530,18-25,South,Accessories,48,8854.7,2024-10-03,10.0
CUST0531,46+,North,Accessories,67,36442.05,2022-10-21,1.8
CUST0532,46+,West,Electronics,22,2167.72,2023-11-25,9.8
CUST0533,46+,South,Electronics,30,20357.46,2023-07-25,7.5
CUST0534,46+,East,Footwear,61,33550.47,2024-09-19,9.6
CUST0535,26-35,East,Accessories,14,1983.0,2023-04-18,5.4
CUST0536,18-25,South,Electronics,7,4709.14,2022-02-24,5.5
CUST0537,46+,South,Footwear,20,5541.29,2022-06-06,6.6
CUST0538,46+,West,Clothing,38,20769.66,2023-06-20,5.4
CUST0539,18-25,East,Electronics,56,39765.28,2024-07-10,2.1
CUST0540,46+,East,Accessories,59,4542.16,2023-09-13,2.6
CUST0541,46+,South,Accessories,18,5118.21,2022-08-13,4.5
CUST0542,46+,West,Accessories,72,49734.98,2024-03-12,5.6
CUST0543,46+,East,Accessories,79,44031.9,2023-08-06,7.9
CUST0544,18-25,East,Electronics,76,6371.75,2023-12-16,8.5
CUST0545,36-45,North,Accessories,13,4824.44,2024-04-23,9.9
CUST0546,18-25,East,Clothing,32,7230.93,2022-06-23,3.8
CUST0547,36-45,North,Electronics,44,7802.71,2022-03-18,5.8
CUST0548,46+,West,Accessories,35,2285.56,2022-02-15,5.2
CUST0549,46+,East,Accessories,42,20134.97,2022-07-24,8.3
CUST0550,36-45,South,Accessories,65,42808.54,2022-12-08,7.0
CUST0551,36-45,East,Accessories,26,10990.56,2022-06-04,8.6
CUST0552,36-45,South,Footwear,7,1910.93,2023-04-08,6.2
CUST0553,18-25,North,Footwear,35,3515.83,2024-08-31,8.2
CUST0554,26-35,West,Footwear,10,5386.53,2023-09-07,3.7
CUST0555,36-45,West,Clothing,54,18993.19,2024-07-17,6.6
CUST0556,18-25,South,Clothing,74,31405.8,2024-08-15,6.9
CUST0557,46+,East,Electronics,67,13432.56,2023-05-08,5.2
CUST0558,36-45,South,Accessories,53,15316.46,2022-05-12,8.5
CUST0559,46+,South,Footwear,37,19777.68,2023-04-29,3.3
CUST0560,26-35,West,Electronics,20,3878.74,2023-09-28,3.2
CUST0561,46+,West,Accessories,55,29435.53,2022-11-23,1.3
CUST0562,26-35,East,Electronics,34,21836.58,2022-12-27,3.5
CUST0563,46+,North,Electronics,8,5557.5,2023-09-03,1.8
CUST0564,46+,North,Footwear,12,4172.06,2022-10-15,8.6
CUST0565,18-25,South,Electronics,67,36726.91,2024-12-11,6.2
CUST0566,46+,East,Electronics,31,15495.85,2023-10-04,8.0
CUST0567,46+,East,Clothing,55,11742.85,2023-03-15,2.0
CUST0568,46+,East,Accessories,33,23006.77,2024-12-28,1.5
CUST0569,18-25,East,Footwear,70,25748.52,2023-07-23,7.1
CUST0570,36-45,South,Accessories,48,31969.15,2022-03-13,1.2
CUST0571,26-35,North,Footwear,71,24034.75,2024-01-14,6.8
CUST0572,26-35,North,Accessories,50,2794.98,2023-06-08,9.6
CUST0573,18-25,East,Clothing,39,8103.8,2024-06-17,9.0
CUST0574,46+,East,Electronics,36,25194.0,2024-10-03,8.4
CUST0575,46+,West,Footwear,55,38916.4,2022-11-25,8.4
CUST0576,18-25,East,Footwear,54,27085.7,2023-11-01,8.3
CUST0577,18-25,West,Electronics,24,12542.81,2022-10-06,8.1
CUST0578,46+,North,Clothing,40,11411.65,2022-11-20,1.7
CUST0579,26-35,South,Accessories,41,15933.31,2022-10-01,8.9
CUST0580,26-35,East,Footwear,37,7362.92,2023-01-08,4.7
CUST0581,46+,West,Clothing,3,2283.25,2023-04-14,9.3
CUST0582,46+,North,Clothing,34,19582.16,2024-04-01,2.5
CUST0583,36-45,West,Clothing,12,9222.3,2022-08-29,2.5
CUST0584,46+,North,Accessories,64,8888.59,2023-01-26,7.4
CUST0585,36-45,East,Accessories,49,7234.83,2023-03-18,8.7
CUST0586,26-35,East,Accessories,24,8553.43,2023-08-18,2.3
CUST0587,26-35,East,Accessories,32,10471.31,2024-07-27,7.2
CUST0588,18-25,North,Accessories,18,12664.49,2024-03-25,9.8
CUST0589,46+,South,Accessories,77,18647.03,2022-05-01,1.9
CUST0590,36-45,North,Clothing,61,44601.36,2022-04-04,10.0
CUST0591,36-45,North,Accessories,39,30542.57,2022-09-28,7.0
CUST0592,26-35,North,Footwear,22,9411.82,2024-08-16,9.4
CUST0593,18-25,South,Footwear,68,25479.41,2023-10-04,3.3
CUST0594,26-35,North,Accessories,36,21991.23,2023-08-03,9.3
CUST0595,36-45,East,Footwear,56,40292.22,2024-10-03,3.8
CUST0596,46+,South,Electronics,25,4036.64,2022-03-15,3.1
CUST0597,36-45,West,Clothing,60,22639.34,2024-10-10,10.0
CUST0598,46+,North,Footwear,72,29800.77,2022-10-31,5.4
CUST0599,36-45,North,Electronics,27,18930.51,2022-12-11,2.6
CUST0600,26-35,East,Electronics,68,42509.23,2022-06-07,2.6
CUST0601,46+,South,Electronics,43,2987.28,2022-09-07,7.1
CUST0602,36-45,West,Electronics,42,6943.93,2024-09-09,1.7
CUST0603,36-45,West,Electronics,43,33425.1,2024-07-16,6.9
CUST0604,26-35,East,Clothing,7,4558.18,2022-04-24,3.5
CUST0605,46+,North,Electronics,52,12551.39,2024-03-27,3.2
CUST0606,18-25,North,Clothing,21,7168.92,2022-11-12,4.6
CUST0607,36-45,North,Accessories,56,33707.35,2022-09-26,9.3
CUST0608,18-25,East,Footwear,66,13193.63,2024-03-05,5.0
CUST0609,36-45,West,Accessories,12,7408.42,2023-01-17,8.3
CUST0610,46+,West,Electronics,6,2610.04,2023-04-05,9.8
CUST0611,46+,South,Electronics,38,15244.25,2024-09-05,1.7
CUST0612,26-35,East,Clothing,39,26564.99,2023-08-29,5.7
CUST0613,18-25,North,Electronics,66,8627.79,2022-07-13,4.8
CUST0614,36-45,West,Footwear,33,16142.81,2022-02-03,7.9
CUST0615,46+,North,Clothing,24,16372.38,2024-05-02,1.4
CUST0616,36-45,East,Accessories,58,30035.75,2023-01-19,3.4
CUST0617,26-35,South,Electronics,78,19070.08,2024-06-07,7.1
CUST0618,18-25,North,Accessories,15,899.68,2024-07-31,6.9
CUST0619,46+,West,Footwear,80,52787.95,2024-03-19,6.6
CUST0620,18-25,East,Clothing,18,1087.32,2022-02-02,2.0
CUST0621,18-25,South,Clothing,62,33260.98,2024-06-11,6.8
CUST0622,18-25,South,Footwear,60,9667.45,2022-08-27,4.8
CUST0623,26-35,South,Accessories,63,25427.86,2023-05-12,8.7
CUST0624,36-45,South,Accessories,7,2102.71,2024-06-03,1.9
CUST0625,46+,West,Footwear,5,2078.11,2024-09-26,5.4
CUST0626,18-25,South,Electronics,55,26526.64,2023-07-03,6.0
CUST0627,46+,West,Electronics,64,33089.44,2024-07-07,6.8
CUST0628,18-25,West,Clothing,37,22002.3,2024-06-16,5.2
CUST0629,26-35,South,Footwear,78,53827.05,2024-08-17,7.4
CUST0630,36-45,South,Accessories,54,36439.77,2024-01-08,7.1
CUST0631,26-35,West,Clothing,37,21016.86,2024-09-15,1.8
CUST0632,26-35,South,Clothing,21,10590.55,2024-05-01,1.9
CUST0633,36-45,West,Clothing,27,12625.82,2024-01-05,10.0
CUST0634,36-45,East,Clothing,23,15432.11,2022-03-07,9.1
CUST0635,36-45,North,Accessories,15,7697.58,2023-04-04,2.1
CUST0636,36-45,West,Footwear,46,28843.4,2023-07-02,7.9
CUST0637,18-25,South,Electronics,57,37006.69,2022-08-16,9.7
CUST0638,18-25,North,Electronics,65,8388.79,2023-02-25,6.7
CUST0639,26-35,East,Footwear,57,35423.99,2022-07-23,5.5
CUST0640,36-45,South,Footwear,18,2560.28,2024-05-01,2.8
CUST0641,26-35,North,Accessories,44,11663.02,2023-06-29,2.5
CUST0642,46+,East,Footwear,32,5238.67,2024-05-13,7.8
CUST0643,26-35,South,Accessories,53,39141.3,2024-11-23,9.1
CUST0644,18-25,East,Accessories,19,11924.66,2024-11-25,7.5
CUST0645,18-25,North,Footwear,41,14400.76,2024-06-07,8.0
CUST0646,46+,North,Electronics,20,14537.67,2024-11-30,1.5
CUST0647,46+,East,Accessories,71,50066.34,2023-10-05,7.5
CUST0648,18-25,East,Footwear,68,34530.45,2024-04-07,2.3
CUST0649,26-35,West,Accessories,45,32209.03,2024-04-08,8.0
CUST0650,36-45,South,Electronics,5,2265.38,2022-09-16,4.5
CUST0651,26-35,East,Electronics,66,30613.4,2022-11-24,5.7
CUST0652,18-25,North,Footwear,31,20899.32,2024-05-15,3.7
CUST0653,18-25,North,Footwear,34,17688.23,2022-04-08,4.2
CUST0654,46+,North,Footwear,74,44595.66,2023-04-29,5.1
CUST0655,36-45,South,Footwear,37,20357.1,2022-10-14,8.3
CUST0656,26-35,West,Electronics,42,18368.23,2024-01-10,2.7
CUST0657,18-25,West,Clothing,55,36923.05,2022-05-08,1.7
CUST0658,26-35,West,Accessories,28,10769.45,2024-12-13,4.3
CUST0659,46+,West,Footwear,75,31809.04,2024-06-20,4.8
CUST0660,46+,West,Clothing,19,8157.45,2024-07-26,5.4
CUST0661,18-25,South,Clothing,59,23895.98,2024-01-27,7.7
CUST0662,46+,North,Electronics,16,5235.03,2024-12-06,3.6
CUST0663,18-25,South,Footwear,40,31730.6,2024-09-22,3.7
CUST0664,26-35,North,Clothing,76,27840.15,2023-09-17,9.4
CUST0665,26-35,East,Clothing,63,3248.55,2022-05-19,5.9
CUST0666,46+,North,Accessories,74,20888.45,2023-11-23,5.1
CUST0667,46+,West,Clothing,18,7714.31,2024-07-10,5.1
CUST0668,26-35,West,Footwear,12,7798.3,2024-04-18,7.0
CUST0669,26-35,West,Accessories,44,20052.82,2024-06-26,9.6
CUST0670,18-25,East,Clothing,4,1915.98,2023-09-25,8.2
CUST0671,18-25,North,Clothing,80,36510.06,2024-12-04,7.8
CUST0672,46+,South,Electronics,16,8699.05,2022-02-08,5.8
CUST0673,26-35,East,Clothing,75,28737.91,2023-10-19,8.3
CUST0674,18-25,West,Accessories,3,914.9,2022-02-19,2.6
CUST0675,46+,East,Footwear,12,1631.8,2022-12-11,1.9
CUST0676,26-35,East,Clothing,33,20665.54,2024-04-14,2.4
CUST0677,18-25,South,Footwear,24,1689.08,2024-03-09,1.5
CUST0678,36-45,North,Clothing,53,38147.19,2022-09-05,3.3
CUST0679,26-35,North,Clothing,77,37693.18,2024-10-30,5.4
CUST0680,18-25,West,Footwear,8,2310.02,2022-05-15,6.0
CUST0681,18-25,West,Accessories,30,22059.04,2022-07-27,1.2
CUST0682,26-35,South,Footwear,73,25919.34,2024-10-21,1.8
CUST0683,26-35,South,Footwear,70,55228.71,2024-05-17,8.0
CUST0684,18-25,West,Electronics,60,46250.15,2022-12-09,6.6
CUST0685,18-25,North,Accessories,35,17444.03,2024-02-18,8.6
CUST0686,26-35,East,Footwear,6,1026.37,2022-05-24,5.8
CUST0687,18-25,East,Accessories,16,10765.98,2023-07-27,7.5
CUST0688,26-35,West,Footwear,44,23160.61,2024-07-16,9.8
CUST0689,26-35,East,Footwear,44,9150.59,2023-11-04,9.6
CUST0690,26-35,North,Electronics,78,31776.94,2022-12-22,9.1
CUST0691,46+,West,Accessories,69,7649.45,2022-06-08,8.9
CUST0692,46+,North,Electronics,46,35835.35,2024-01-04,4.4
CUST0693,26-35,West,Electronics,16,6352.31,2024-06-29,9.4
CUST0694,26-35,North,Electronics,36,20174.97,2023-01-28,7.4
CUST0695,36-45,North,Clothing,30,23552.68,2022-03-17,9.7
CUST0696,46+,East,Clothing,1,197.07,2024-03-22,8.4
CUST0697,36-45,North,Accessories,22,10204.46,2022-12-26,6.9
CUST0698,26-35,North,Electronics,17,4160.21,2023-04-12,6.1
CUST0699,26-35,East,Electronics,69,35248.13,2024-07-18,7.1
CUST0700,46+,North,Electronics,42,15725.27,2023-07-16,10.0
CUST0701,46+,North,Accessories,47,20583.31,2023-04-05,1.4
CUST0702,36-45,North,Accessories,69,26678.58,2023-02-03,1.0
CUST0703,18-25,East,Electronics,29,22723.58,2022-06-02,4.8
CUST0704,26-35,South,Clothing,43,12173.49,2022-07-18,6.6
CUST0705,46+,North,Accessories,4,1977.59,2023-11-16,6.6
CUST0706,26-35,East,Electronics,61,13954.93,2022-04-22,4.1
CUST0707,26-35,East,Electronics,77,39629.97,2024-07-03,7.9
CUST0708,18-25,North,Electronics,5,1665.23,2022-05-14,9.0
CUST0709,18-25,South,Accessories,8,2208.83,2022-05-15,6.6
CUST0710,18-25,North,Electronics,38,26122.99,2024-04-21,4.6
CUST0711,18-25,South,Accessories,50,19907.84,2022-07-27,4.9
CUST0712,18-25,East,Accessories,67,19841.73,2022-07-30,2.7
CUST0713,18-25,North,Clothing,74,10691.98,2023-12-29,5.6
CUST0714,46+,West,Accessories,24,5576.74,2022-05-04,8.2
CUST0715,36-45,South,Accessories,66,50807.2,2023-09-30,7.8
CUST0716,26-35,South,Accessories,40,20099.88,2022-01-17,3.6
CUST0717,18-25,South,Clothing,65,43185.21,2022-04-22,6.0
CUST0718,36-45,West,Clothing,26,13790.82,2022-05-21,2.8
CUST0719,26-35,East,Accessories,60,29989.3,2023-11-19,4.0
CUST0720,46+,East,Footwear,21,2701.35,2022-03-28,8.9
CUST0721,26-35,West,Electronics,29,16527.55,2023-03-13,5.2
CUST0722,46+,South,Footwear,49,9995.38,2022-01-14,2.7
CUST0723,18-25,East,Electronics,46,3335.61,2023-08-19,2.0
CUST0724,26-35,West,Footwear,6,4688.89,2023-08-05,2.8
CUST0725,26-35,South,Footwear,23,7011.85,2023-01-01,6.0
CUST0726,18-25,South,Clothing,34,24921.55,2022-10-09,1.2
CUST0727,18-25,West,Footwear,27,7527.72,2024-02-02,3.2
CUST0728,46+,South,Electronics,16,2533.19,2023-01-24,9.3
CUST0729,46+,South,Footwear,41,20486.14,2023-05-16,9.8
CUST0730,26-35,North,Footwear,20,5915.21,2023-07-28,1.5
CUST0731,46+,South,Clothing,11,7023.49,2022-05-13,8.1
CUST0732,46+,South,Footwear,64,28106.83,2024-02-05,2.6
CUST0733,46+,West,Accessories,35,17006.15,2022-03-16,6.7
CUST0734,26-35,South,Clothing,58,40447.82,2023-09-19,4.6
CUST0735,46+,West,Clothing,48,11563.05,2022-06-22,1.8
CUST0736,46+,East,Footwear,30,14639.15,2023-11-20,5.2
CUST0737,46+,West,Accessories,56,19976.02,2023-10-12,8.2
CUST0738,46+,East,Electronics,23,8769.13,2022-06-05,3.4
CUST0739,18-25,East,Footwear,65,28248.56,2023-07-21,6.8
CUST0740,18-25,South,Electronics,10,3201.78,2023-11-15,5.9
CUST0741,36-45,South,Footwear,39,23747.43,2023-07-17,7.9
CUST0742,26-35,South,Footwear,2,1255.11,2023-12-11,3.5
CUST0743,46+,West,Electronics,61,32974.66,2022-11-02,9.9
CUST0744,26-35,West,Clothing,27,10957.37,2024-08-17,5.6
CUST0745,36-45,West,Electronics,41,28058.4,2024-05-05,4.9
CUST0746,46+,South,Accessories,72,5225.62,2022-09-20,2.3
CUST0747,18-25,East,Accessories,46,14023.87,2024-04-06,4.8
CUST0748,36-45,East,Electronics,73,46648.34,2022-11-11,9.3
CUST0749,46+,East,Accessories,27,20561.03,2024-03-02,1.6
CUST0750,46+,South,Electronics,43,20516.86,2023-09-16,5.1
CUST0751,26-35,North,Electronics,71,13009.12,2024-09-27,8.4
CUST0752,26-35,North,Clothing,9,6601.58,2023-02-26,4.5
CUST0753,36-45,South,Electronics,59,5492.3,2022-12-18,5.7
CUST0754,46+,East,Accessories,21,16636.12,2024-05-06,2.2
CUST0755,18-25,West,Accessories,27,3981.13,2024-06-04,2.9
CUST0756,26-35,West,Footwear,76,15369.45,2024-07-28,7.5
CUST0757,26-35,East,Electronics,19,7301.68,2023-05-21,8.4
CUST0758,46+,East,Accessories,60,28925.97,2023-08-13,7.6
CUST0759,36-45,West,Footwear,51,25998.3,2022-12-25,8.3
CUST0760,26-35,West,Clothing,80,47994.64,2023-01-11,5.1
CUST0761,46+,North,Electronics,31,22138.85,2023-08-21,2.4
CUST0762,26-35,North,Accessories,53,42097.49,2024-01-26,6.0
CUST0763,18-25,North,Footwear,53,20574.71,2024-11-02,3.3
CUST0764,46+,North,Electronics,10,5291.5,2024-08-03,7.1
CUST0765,36-45,West,Accessories,25,8687.64,2022-08-23,1.1
CUST0766,36-45,South,Accessories,63,24949.12,2023-05-12,1.7
CUST0767,26-35,West,Accessories,36,24522.19,2022-02-06,2.5
CUST0768,26-35,North,Footwear,16,7215.85,2022-06-08,4.5
CUST0769,36-45,North,Clothing,57,18158.22,2022-03-12,3.0
CUST0770,46+,South,Electronics,67,35560.86,2022-07-30,7.4
CUST0771,36-45,West,Accessories,7,3490.58,2024-02-12,1.4
CUST0772,26-35,South,Footwear,31,6199.67,2022-02-27,1.1
CUST0773,36-45,North,Clothing,9,1938.83,2022-12-10,8.9
CUST0774,18-25,South,Accessories,66,8630.35,2023-01-24,3.9
CUST0775,46+,South,Accessories,16,3588.9,2023-10-25,2.0
CUST0776,18-25,South,Accessories,41,2418.43,2023-03-27,2.9
CUST0777,36-45,North,Footwear,6,602.99,2023-09-10,3.0
CUST0778,18-25,West,Clothing,33,25386.11,2024-03-06,6.4
CUST0779,36-45,South,Clothing,41,32124.16,2022-05-19,7.0
CUST0780,18-25,East,Accessories,49,21230.21,2024-10-28,7.7
CUST0781,26-35,North,Electronics,79,48917.26,2023-04-30,2.1
CUST0782,26-35,West,Electronics,8,1225.33,2023-02-18,5.5
CUST0783,46+,South,Clothing,5,1142.74,2024-06-27,7.5
CUST0784,26-35,East,Footwear,41,21840.76,2024-12-02,7.8
CUST0785,36-45,West,Electronics,30,20556.03,2023-05-12,4.0
CUST0786,18-25,South,Clothing,29,14675.37,2023-10-21,4.4
CUST0787,46+,South,Electronics,9,6321.6,2023-01-30,1.6
CUST0788,26-35,North,Clothing,17,2019.93,2023-02-23,6.3
CUST0789,18-25,South,Accessories,60,17015.83,2023-05-17,7.5
CUST0790,26-35,West,Clothing,39,10296.57,2023-02-17,5.0
CUST0791,46+,East,Electronics,47,16388.12,2024-06-22,2.5
CUST0792,46+,West,Clothing,62,4021.22,2022-06-20,4.4
CUST0793,26-35,East,Clothing,33,11066.14,2023-08-04,3.8
CUST0794,46+,West,Electronics,43,6557.17,2022-11-13,5.2
CUST0795,18-25,South,Electronics,65,38855.47,2024-04-08,4.4
CUST0796,46+,West,Footwear,50,20858.17,2022-05-26,6.8
CUST0797,18-25,West,Electronics,50,37454.86,2024-06-12,2.5
CUST0798,36-45,East,Accessories,48,27472.39,2024-05-18,6.9
CUST0799,26-35,South,Accessories,5,3705.51,2022-02-27,4.3
CUST0800,36-45,South,Accessories,19,4573.6,2022-11-27,6.4
CUST0801,18-25,North,Electronics,50,17412.51,2022-06-14,6.3
